Line list produced by Pgopher 10.0.505 13 Feb 2017 17:57  64 bit (fpc 3.1.1 x86_64-Linux),10000505
Molecule,Upper Manifold,J',Sym',#',Lower Manifold,"J""","Sym""","#""",Position,Intensity,Eupper,Elower,Spol,A,Width,Branch,Label
LinearMolecule,Excited,2.5,e,2,Ground,3.5,e,1,49993.0368542588,0.0000548711685751352,50059.916932803,66.8800785441138,0.0252867207413039,495442.503531128,0,qP21e(3.5),Excited B(0) 2.5  3 F2e - Ground X(0) 3.5  3 F1e
LinearMolecule,Excited,2.5,e,1,Ground,3.5,e,2,49765.5538657412,0.0000295124898755549,49949.8837871971,184.329921455886,0.0238882206604507,461681.550641633,0,oP12e(3.5),Excited B(0) 2.5  2 F1e - Ground X(0) 3.5  4 F2e
LinearMolecule,Excited,2.5,e,2,Ground,3.5,e,2,49875.5870113471,0.0011477591216853,50059.916932803,184.329921455886,0.929027787200489,18074444.4164896,0,pP2e(3.5),Excited B(0) 2.5  3 F2e - Ground X(0) 3.5  4 F2e
LinearMolecule,Excited,3.5,f,1,Ground,3.5,e,1,49889.7447870573,0.0000860022141191753,49956.6248656015,66.8800785441138,0.0396330901644198,578795.622343738,0,qQ1e(3.5),Excited B(0) 3.5  3 F1f - Ground X(0) 3.5  3 F1e
LinearMolecule,Excited,3.5,f,2,Ground,3.5,e,1,50001.6949918544,7.91202491748088E-6,50068.5750703986,66.8800785441138,0.00364616190582167,53607.2568860661,0,rQ21e(3.5),Excited B(0) 3.5  4 F2f - Ground X(0) 3.5  3 F1e
LinearMolecule,Excited,3.5,f,1,Ground,3.5,e,2,49772.2949441456,0.0000110864324977432,49956.6248656015,184.329921455886,0.00897366325105098,130126.641689901,0,pQ12e(3.5),Excited B(0) 3.5  3 F1f - Ground X(0) 3.5  4 F2e
LinearMolecule,Excited,3.5,f,2,Ground,3.5,e,2,49884.2451489427,0.000458382636691101,50068.5750703986,184.329921455886,0.371027507959131,5416637.5917179,0,qQ2e(3.5),Excited B(0) 3.5  4 F2f - Ground X(0) 3.5  4 F2e
LinearMolecule,Excited,4.5,e,1,Ground,3.5,e,1,49898.435000884,0.00305997580272813,49965.3150794281,66.8800785441138,1.41015319352605,16483540.9776549,0,rR1e(3.5),Excited B(0) 4.5  4 F1e - Ground X(0) 3.5  3 F1e
LinearMolecule,Excited,4.5,e,2,Ground,3.5,e,1,50012.8020420278,0.000153876482510729,50079.6821205719,66.8800785441138,0.0709121336932151,834617.635993768,0,sR21e(3.5),Excited B(0) 4.5  5 F2e - Ground X(0) 3.5  3 F1e
LinearMolecule,Excited,4.5,e,1,Ground,3.5,e,2,49780.9851579722,0.0000828654875796305,49965.3150794281,184.329921455886,0.067073603778774,778512.418292753,0,qR12e(3.5),Excited B(0) 4.5  4 F1e - Ground X(0) 3.5  4 F2e
LinearMolecule,Excited,4.5,e,2,Ground,3.5,e,2,49895.352199116,0.00156490346133829,50079.6821205719,184.329921455886,1.26667588381677,14803664.1019392,0,rR2e(3.5),Excited B(0) 4.5  5 F2e - Ground X(0) 3.5  4 F2e
LinearMolecule,Excited,3.5,e,1,Ground,4.5,e,1,49875.5418532207,0.00288314475915787,49956.6248656015,81.0830123807759,1.42231974974885,20753606.4463911,0,pP1e(4.5),Excited B(0) 3.5  3 F1e - Ground X(0) 4.5  4 F1e
LinearMolecule,Excited,3.5,e,2,Ground,4.5,e,1,49987.4920580178,0.000118582153261344,50068.5750703986,81.0830123807759,0.058499226587783,859345.138325463,0,qP21e(4.5),Excited B(0) 3.5  4 F2e - Ground X(0) 4.5  4 F1e
LinearMolecule,Excited,3.5,e,1,Ground,4.5,e,2,49757.6978779822,0.000064984781510847,49956.6248656015,198.926987619224,0.0564147956318831,817348.577538724,0,oP12e(4.5),Excited B(0) 3.5  3 F1e - Ground X(0) 4.5  5 F2e
LinearMolecule,Excited,3.5,e,2,Ground,4.5,e,2,49869.6480827793,0.00147165870232889,50068.5750703986,198.926987619224,1.2775810428463,18635061.2741229,0,pP2e(4.5),Excited B(0) 3.5  4 F2e - Ground X(0) 4.5  5 F2e
LinearMolecule,Excited,4.5,f,1,Ground,4.5,e,1,49884.2320670473,0.0000615104318134688,49965.3150794281,81.0830123807759,0.0303444708095166,354399.322853525,0,qQ1e(4.5),Excited B(0) 4.5  4 F1f - Ground X(0) 4.5  4 F1e
LinearMolecule,Excited,4.5,f,2,Ground,4.5,e,1,49998.5991081912,9.1828753829925E-6,50079.6821205719,81.0830123807759,0.00453011766933538,53272.9116523655,0,rQ21e(4.5),Excited B(0) 4.5  5 F2f - Ground X(0) 4.5  4 F1e
LinearMolecule,Excited,4.5,f,1,Ground,4.5,e,2,49766.3880918088,0.0000127416850951788,49965.3150794281,198.926987619224,0.0110613522726139,128274.411857728,0,pQ12e(4.5),Excited B(0) 4.5  4 F1f - Ground X(0) 4.5  5 F2e
LinearMolecule,Excited,4.5,f,2,Ground,4.5,e,2,49880.7551329527,0.000334934488909006,50079.6821205719,198.926987619224,0.290764395948871,3395187.21869841,0,qQ2e(4.5),Excited B(0) 4.5  5 F2f - Ground X(0) 4.5  5 F2e
LinearMolecule,Excited,5.5,e,1,Ground,4.5,e,1,49894.8864913824,0.00342832404267171,49975.9695037632,81.0830123807759,1.69126887539808,16471113.8827787,0,rR1e(4.5),Excited B(0) 5.5  5 F1e - Ground X(0) 4.5  4 F1e
LinearMolecule,Excited,5.5,e,2,Ground,4.5,e,1,50012.138699856,0.000256162918550983,50093.2217122368,81.0830123807759,0.126370893119772,1239411.5305643,0,sR21e(4.5),Excited B(0) 5.5  6 F2e - Ground X(0) 4.5  4 F1e
LinearMolecule,Excited,5.5,e,1,Ground,4.5,e,2,49777.0425161439,0.000140562723843779,49975.9695037632,198.926987619224,0.122025759797069,1179997.22444521,0,qR12e(4.5),Excited B(0) 5.5  5 F1e - Ground X(0) 4.5  5 F2e
LinearMolecule,Excited,5.5,e,2,Ground,4.5,e,2,49894.2947246176,0.00181481846173906,50093.2217122368,198.926987619224,1.5754859868366,15342968.924738,0,rR2e(4.5),Excited B(0) 5.5  6 F2e - Ground X(0) 4.5  5 F2e
LinearMolecule,Excited,3.5,f,1,Ground,4.5,f,1,49875.5418532207,0.00288314475915787,49956.6248656015,81.0830123807759,1.42231974974885,20753606.4463911,0,pP1f(4.5),Excited B(0) 3.5  3 F1f - Ground X(0) 4.5  4 F1f
LinearMolecule,Excited,3.5,f,2,Ground,4.5,f,1,49987.4920580178,0.000118582153261344,50068.5750703986,81.0830123807759,0.058499226587783,859345.138325463,0,qP21f(4.5),Excited B(0) 3.5  4 F2f - Ground X(0) 4.5  4 F1f
LinearMolecule,Excited,3.5,f,1,Ground,4.5,f,2,49757.6978779822,0.000064984781510847,49956.6248656015,198.926987619224,0.0564147956318831,817348.577538724,0,oP12f(4.5),Excited B(0) 3.5  3 F1f - Ground X(0) 4.5  5 F2f
LinearMolecule,Excited,3.5,f,2,Ground,4.5,f,2,49869.6480827793,0.00147165870232889,50068.5750703986,198.926987619224,1.2775810428463,18635061.2741229,0,pP2f(4.5),Excited B(0) 3.5  4 F2f - Ground X(0) 4.5  5 F2f
LinearMolecule,Excited,4.5,e,1,Ground,4.5,f,1,49884.2320670473,0.0000615104318134688,49965.3150794281,81.0830123807759,0.0303444708095166,354399.322853525,0,qQ1f(4.5),Excited B(0) 4.5  4 F1e - Ground X(0) 4.5  4 F1f
LinearMolecule,Excited,4.5,e,2,Ground,4.5,f,1,49998.5991081912,9.1828753829925E-6,50079.6821205719,81.0830123807759,0.00453011766933538,53272.9116523655,0,rQ21f(4.5),Excited B(0) 4.5  5 F2e - Ground X(0) 4.5  4 F1f
LinearMolecule,Excited,4.5,e,1,Ground,4.5,f,2,49766.3880918088,0.0000127416850951788,49965.3150794281,198.926987619224,0.0110613522726139,128274.411857728,0,pQ12f(4.5),Excited B(0) 4.5  4 F1e - Ground X(0) 4.5  5 F2f
LinearMolecule,Excited,4.5,e,2,Ground,4.5,f,2,49880.7551329527,0.000334934488909006,50079.6821205719,198.926987619224,0.290764395948871,3395187.21869841,0,qQ2f(4.5),Excited B(0) 4.5  5 F2e - Ground X(0) 4.5  5 F2f
LinearMolecule,Excited,5.5,f,1,Ground,4.5,f,1,49894.8864913824,0.00342832404267171,49975.9695037632,81.0830123807759,1.69126887539808,16471113.8827787,0,rR1f(4.5),Excited B(0) 5.5  5 F1f - Ground X(0) 4.5  4 F1f
LinearMolecule,Excited,5.5,f,2,Ground,4.5,f,1,50012.138699856,0.000256162918550983,50093.2217122368,81.0830123807759,0.126370893119772,1239411.5305643,0,sR21f(4.5),Excited B(0) 5.5  6 F2f - Ground X(0) 4.5  4 F1f
LinearMolecule,Excited,5.5,f,1,Ground,4.5,f,2,49777.0425161439,0.000140562723843779,49975.9695037632,198.926987619224,0.122025759797069,1179997.22444521,0,qR12f(4.5),Excited B(0) 5.5  5 F1f - Ground X(0) 4.5  5 F2f
LinearMolecule,Excited,5.5,f,2,Ground,4.5,f,2,49894.2947246176,0.00181481846173906,50093.2217122368,198.926987619224,1.5754859868366,15342968.924738,0,rR2f(4.5),Excited B(0) 5.5  6 F2f - Ground X(0) 4.5  5 F2f
LinearMolecule,Excited,4.5,f,1,Ground,5.5,f,1,49866.8720342639,0.00318518892217262,49965.3150794281,98.4430451641429,1.70774971347135,19924344.6628468,0,pP1f(5.5),Excited B(0) 4.5  4 F1f - Ground X(0) 5.5  5 F1f
LinearMolecule,Excited,4.5,f,2,Ground,5.5,f,1,49981.2390754078,0.000204505723661919,50079.6821205719,98.4430451641429,0.109646428993817,1288068.58965944,0,qP21f(5.5),Excited B(0) 4.5  5 F2f - Ground X(0) 5.5  5 F1f
LinearMolecule,Excited,4.5,f,1,Ground,5.5,f,2,49748.5481245922,0.000113095579620152,49965.3150794281,216.766954835857,0.106950999475023,1238937.8531554,0,oP12f(5.5),Excited B(0) 4.5  4 F1f - Ground X(0) 5.5  6 F2f
LinearMolecule,Excited,4.5,f,2,Ground,5.5,f,2,49862.9151657361,0.00168219973196812,50079.6821205719,216.766954835857,1.59080437321132,18555523.6410381,0,pP2f(5.5),Excited B(0) 4.5  5 F2f - Ground X(0) 5.5  6 F2f
LinearMolecule,Excited,5.5,e,1,Ground,5.5,f,1,49877.526458599,0.0000449250345505176,49975.9695037632,98.4430451641429,0.0240867078079016,234333.491713778,0,qQ1f(5.5),Excited B(0) 5.5  5 F1e - Ground X(0) 5.5  5 F1f
LinearMolecule,Excited,5.5,e,2,Ground,5.5,f,1,49994.7786670727,9.95200049117563E-6,50093.2217122368,98.4430451641429,0.00533579841024917,52277.5901884717,0,rQ21f(5.5),Excited B(0) 5.5  6 F2e - Ground X(0) 5.5  5 F1f
